Country of Registration,Event,Event Start Date,Event End Date,Name of vessel,Vessel Type,Main fishing gear,Subsidiary fishing gear 1,LOA,Tonnage GT,Power of main engine,MMSIstr
BEL,MOD,2020-09-09,2020-09-09,MIKE MICHEL JR,FX,TBB,OTB,21.39,53.0,213.0,205308000
BEL,MOD,2020-09-10,2021-01-17,MIKE MICHEL JR,FX,TBB,OTB,21.39,53.0,213.0,205308000
BEL,MOD,2021-01-18,2023-02-26,MIKE MICHEL JR,FX,TBB,OTB,21.39,53.0,213.0,205308000
BEL,DES,2023-02-27,2023-02-27,MIKE MICHEL JR,FX,TBB,OTB,21.39,53.0,213.0,205308000
NLD,IMP,2018-06-01,2019-07-31,JACOB SR.,TU,TBB,MIS,19.1,57.0,187.0,244170523
NLD,MOD,2019-08-01,2023-06-12,JACOB SR.,TU,TBB,MIS,19.1,57.0,221.0,244170523
NLD,MOD,2023-06-13,2023-08-08,JELTE ALBERT,TU,TBB,FPO,19.1,57.0,221.0,244170523
NLD,MOD,2023-08-09,2100-12-31,JELTE ALBERT,TU,TBB,FPO,19.1,57.0,221.0,244170523
BEL,MOD,2020-09-09,2021-01-12,AQUARIUS,FX,TBB,OTB,21.91,58.0,220.0,205264000
BEL,MOD,2021-01-13,2024-12-31,AQUARIUS,FX,TBB,OTB,21.91,58.0,220.0,205264000
BEL,MOD,2025-01-01,2100-12-31,AQUARIUS,FX,TBB,OTB,21.91,58.0,220.0,205264000
BEL,MOD,2021-01-05,2021-01-17,MORGENSTER,FX,TBB,OTB,23.94,94.0,218.0,205017000
BEL,MOD,2021-01-18,2021-08-21,MORGENSTER,FX,TBB,OTB,23.94,94.0,218.0,205017000
BEL,DES,2021-08-22,2021-08-22,MORGENSTER,FX,TBB,OTB,23.94,94.0,218.0,205017000
BEL,MOD,2020-09-09,2021-01-04,ZEEVONK,FX,TBB,OTB,19.04,44.0,202.0,205632000
BEL,MOD,2021-01-05,2021-01-11,ZEEVONK,FX,TBB,OTB,19.04,44.0,202.0,205632000
BEL,MOD,2021-01-12,2021-01-13,ZEEVONK,FX,TBB,OTB,19.04,44.0,202.0,205632000
BEL,MOD,2021-01-14,2021-09-06,ZEEVONK,FX,TBB,OTB,19.04,44.0,202.0,205632000
BEL,RET,2021-09-07,2021-09-07,ZEEVONK,FX,TBB,OTB,19.04,44.0,202.0,205632000
NLD,MOD,2016-08-19,2019-05-28,VISAREND,MO,TBB,OTT,22.55,66.0,220.0,244052000
NLD,MOD,2019-05-29,2020-01-14,VISAREND,MO,TBB,OTT,22.55,66.0,220.0,244052000
NLD,MOD,2020-01-15,2021-06-01,VISAREND,MO,TBB,MIS,22.55,66.0,220.0,244052000
NLD,MOD,2021-06-02,2022-02-16,VISAREND,MO,TBB,OTT,22.55,66.0,220.0,244052000
NLD,MOD,2022-02-17,2023-05-02,VISAREND,MO,TBB,MIS,22.55,66.0,220.0,244052000
NLD,MOD,2023-05-03,2023-07-24,VISAREND,MO,TBB,OTB,22.55,66.0,220.0,244052000
NLD,MOD,2023-07-25,2100-12-31,VISAREND,MO,TBB,OTB,22.55,66.0,220.0,244052000
GBR,MOD,2020-07-28,2020-12-22,TRUI VAN HINTE,TU,TBB,NK,40.25,474.0,1470.0,235007860
GBR,MOD,2020-12-23,2020-12-30,TRUI VAN HINTE,TU,TBB,NK,40.25,474.0,1470.0,235007860
GBR,RET,2020-12-31,2020-12-31,TRUI VAN HINTE,TU,TBB,NK,40.25,474.0,1470.0,235007860
BEL,MOD,2021-01-05,2021-01-17,BROODWINNER,FX,TBB,OTB,27.2,109.0,221.0,205150000
BEL,MOD,2021-01-18,2021-02-02,BROODWINNER,FX,TBB,OTB,27.2,109.0,221.0,205150000
BEL,MOD,2021-02-03,2100-12-31,BROODWINNER,FX,TBB,OTB,27.2,109.0,221.0,205150000
BEL,MOD,2020-09-09,2021-01-11,MARBI,FX,TBB,OTB,34.8,254.0,1200.0,205275000
BEL,MOD,2021-01-12,2100-12-31,MARBI,FX,TBB,OTB,34.8,254.0,1200.0,205275000
BEL,MOD,2020-09-09,2021-01-10,STORMVOGEL,FX,TBB,OTB,33.0,254.0,898.0,205277000
BEL,MOD,2021-01-11,2021-10-10,STORMVOGEL,FX,TBB,OTB,33.0,254.0,898.0,205277000
BEL,MOD,2021-10-11,2100-12-31,STORMVOGEL,FX,TBB,OTB,33.0,254.0,1119.0,205277000
BEL,MOD,2020-09-09,2021-01-10,DINI,FX,TBB,OTB,21.97,44.0,221.0,205315000
BEL,MOD,2021-01-11,2022-10-06,DINI,FX,TBB,OTB,21.97,44.0,221.0,205315000
BEL,MOD,2022-10-07,2025-01-05,DINI,FX,TBB,OTB,21.97,44.0,221.0,205315000
BEL,MOD,2025-01-06,2100-12-31,DINI,FX,TBB,OTB,21.97,44.0,221.0,205315000
NLD,MOD,2017-07-11,2024-02-15,VRIJHEID,DB,TBB,MIS,20.86,50.0,221.0,245504000
NLD,MOD,2024-02-16,2100-12-31,VRIJHEID,DB,TBB,MIS,20.86,50.0,221.0,245504000
DEU,MOD,2018-01-16,2024-03-18,OSTWIND,TU,TBB,NK,18.0,34.0,221.0,211653680
DEU,RET,2024-03-19,2024-03-19,OSTWIND,TU,TBB,NK,18.0,34.0,221.0,211653680
BEL,MOD,2020-09-09,2021-01-17,WILMAR,FX,OTB,NO,25.94,207.0,1200.0,205165000
BEL,MOD,2021-01-18,2023-09-11,WILMAR,FX,OTB,NO,25.94,207.0,1200.0,205165000
BEL,MOD,2023-09-12,2100-12-31,WILMAR,FX,OTB,NO,25.94,207.0,1200.0,205165000
BEL,MOD,2020-09-09,2020-10-19,GRIETJE,FX,TBB,OTB,23.99,109.0,221.0,205258000
BEL,MOD,2020-10-20,2021-01-11,GRIETJE,FX,TBB,OTB,23.99,109.0,221.0,205258000
BEL,MOD,2021-01-12,2021-08-25,GRIETJE,FX,TBB,OTB,23.99,109.0,221.0,205258000
BEL,MOD,2021-08-26,2100-12-31,GRIETJE,FX,TBB,OTB,23.99,109.0,221.0,205258000
BEL,MOD,2020-09-09,2021-01-04,ROMY,FX,TBB,GTR,21.2,54.0,221.0,205273000
BEL,MOD,2021-01-05,2021-01-17,ROMY,FX,TBB,GTR,21.2,54.0,221.0,205273000
BEL,MOD,2021-01-18,2022-04-26,ROMY,FX,TBB,GTR,21.2,54.0,221.0,205273000
BEL,MOD,2022-04-27,2100-12-31,ROMY,FX,TBB,GTR,23.9,62.0,221.0,205273000
BEL,MOD,2020-09-09,2021-01-04,ARAN,FX,TBB,OTB,17.0,42.0,221.0,205323000
BEL,MOD,2021-01-05,2021-01-17,ARAN,FX,TBB,OTB,17.0,42.0,221.0,205323000
BEL,MOD,2021-01-18,2021-02-02,ARAN,FX,TBB,OTB,17.0,42.0,221.0,205323000
BEL,MOD,2021-02-03,2100-12-31,ARAN,FX,TBB,OTB,17.0,42.0,221.0,205323000
NLD,MOD,2017-09-29,2021-01-14,GERRIT SENIOR,MTG,OTB,MIS,14.95,28.0,194.0,244810702
NLD,MOD,2021-01-15,2025-10-01,GERRIT SENIOR,MTG,OTB,MIS,14.95,28.0,194.0,244810702
NLD,EXP,2025-10-02,2025-10-02,GERRIT SENIOR,MTG,OTB,MIS,14.95,28.0,194.0,244810702
HRV,IMP,2025-10-28,2025-10-28,295756-BO,FX,OTB,LLS,14.95,28.0,194.0,238173910
HRV,MOD,2025-10-29,2100-12-31,295756-BO,FX,OTB,LLS,14.95,28.0,194.0,238173910
BEL,MOD,2020-09-09,2021-01-11,HILLIE,FX,TBB,OTB,23.93,126.0,221.0,205740000
BEL,MOD,2021-01-12,2022-11-09,HILLIE,FX,TBB,OTB,23.93,126.0,221.0,205740000
BEL,MOD,2022-11-10,2022-11-13,HILLIE,FX,TBB,OTB,23.93,126.0,221.0,205740000
BEL,MOD,2022-11-14,2025-06-25,HILLIE,FX,TBB,OTB,23.93,126.0,221.0,205740000
BEL,MOD,2025-06-26,2100-12-31,DRE,FX,TBB,OTB,23.93,126.0,221.0,205740000
BEL,MOD,2020-09-09,2021-01-10,DEN HOOPE,FX,TBB,NO,37.83,389.0,1200.0,205237000
BEL,MOD,2021-01-11,2100-12-31,DEN HOOPE,FX,TBB,NO,37.83,389.0,1200.0,205237000
BEL,MOD,2020-09-09,2021-01-17,RAMBLERS,FX,TBB,OTB,33.18,143.0,221.0,205325000
BEL,MOD,2021-01-18,2023-12-18,RAMBLERS,FX,TBB,OTB,33.18,143.0,221.0,205325000
BEL,RET,2023-12-19,2023-12-19,RAMBLERS,FX,TBB,OTB,33.18,143.0,221.0,205325000
BEL,MOD,2020-09-09,2021-01-11,AEGIR,FX,OTB,NO,32.32,336.0,705.0,205241000
BEL,MOD,2021-01-12,2100-12-31,AEGIR,FX,OTB,NO,32.32,336.0,705.0,205241000
BEL,MOD,2020-09-09,2021-01-10,ARTEVELDE,FX,TBB,DRB,23.82,69.0,221.0,205265000
BEL,MOD,2021-01-11,2021-03-21,ARTEVELDE,FX,TBB,DRB,23.82,69.0,221.0,205265000
BEL,MOD,2021-03-22,2021-04-07,ARTEVELDE,FX,TBB,DRB,23.82,69.0,221.0,205265000
BEL,MOD,2021-04-08,2022-12-18,ARTEVELDE,FX,TBB,DRB,23.82,69.0,221.0,205265000
BEL,MOD,2022-12-19,2024-09-10,ARTEVELDE,FX,TBB,DRB,23.82,69.0,221.0,205265000
BEL,MOD,2024-09-11,2024-09-26,DINI,FX,TBB,OTB,23.82,69.0,221.0,205265000
BEL,MOD,2024-09-27,2025-01-05,DINI,FX,TBB,OTB,23.82,69.0,221.0,205265000
BEL,MOD,2025-01-06,2100-12-31,DINI,FX,TBB,OTB,23.82,69.0,221.0,205265000
NLD,IMP,2018-02-27,2019-06-03,DRAKKAR,MO,TBB,MIS,37.81,384.0,1471.0,244150372
NLD,MOD,2019-06-04,2023-07-02,DRAKKAR,MO,TBB,MIS,37.81,384.0,1471.0,244150372
NLD,RET,2023-07-03,2023-07-03,DRAKKAR,MO,TBB,MIS,37.81,384.0,1471.0,244150372
NLD,DES,2023-07-04,2023-07-04,DRAKKAR,MO,TBB,MIS,37.81,384.0,1471.0,244150372
BEL,MOD,2020-09-09,2021-01-12,VAN MAERLANT,FX,TBB,NO,22.94,84.0,221.0,205261000
BEL,MOD,2021-01-13,2100-12-31,VAN MAERLANT,FX,TBB,NO,22.94,84.0,221.0,205261000
BEL,CST,2023-10-20,2023-12-07,VAN EYCK,FX,TBB,OTB,37.95,385.0,1055.0,205166000
BEL,MOD,2023-12-08,2100-12-31,VAN EYCK,FX,TBB,OTB,37.95,385.0,1200.0,205166000
BEL,MOD,2020-09-09,2020-12-02,CALYPSO,FX,TBB,OTB,34.8,236.0,1200.0,205262000
BEL,MOD,2020-12-03,2021-01-11,CALYPSO,FX,TBB,OTB,34.8,236.0,1200.0,205289000
BEL,MOD,2021-01-12,2021-12-16,CALYPSO,FX,TBB,OTB,34.8,236.0,1200.0,205289000
BEL,MOD,2021-12-17,2022-01-11,CALYPSO,FX,TBB,OTB,34.8,236.0,1200.0,205289000
BEL,MOD,2022-01-12,2022-08-30,CALYPSO,FX,TBB,OTB,34.8,236.0,1200.0,205289000
BEL,RET,2022-08-31,2023-03-29,CALYPSO,FX,TBB,OTB,34.8,236.0,1200.0,205289000
BEL,DES,2023-03-30,2023-03-30,CALYPSO,FX,TBB,OTB,34.8,236.0,1200.0,205289000
BEL,MOD,2020-09-09,2021-01-10,SOETKIN,FX,TBB,OTB,37.79,386.0,1200.0,205306000
BEL,MOD,2021-01-11,2024-04-17,SOETKIN,FX,TBB,OTB,37.79,386.0,1200.0,205306000
BEL,MOD,2024-04-18,2100-12-31,SOETKIN,FX,TBB,OTB,37.79,386.0,1200.0,205306000
BEL,MOD,2020-09-10,2021-01-11,SONJA,FX,TBB,OTB,30.7,159.0,902.0,205239000
BEL,MOD,2021-01-12,2021-04-05,SONJA,FX,TBB,OTB,30.7,159.0,902.0,205239000
BEL,DES,2021-04-06,2021-04-06,SONJA,FX,TBB,OTB,30.7,159.0,902.0,205239000
BEL,CST,2021-04-07,2021-05-05,BRIGITTE,FX,TBB,OTB,34.0,326.0,750.0,205096000
BEL,MOD,2021-05-06,2021-05-06,BRIGITTE,FX,TBB,OTB,34.0,326.0,902.0,205096000
BEL,MOD,2021-05-07,2023-01-26,BRIGITTE,FX,TBB,OTB,34.5,322.0,902.0,205096000
BEL,MOD,2023-01-27,2023-12-07,BRIGITTE,FX,TBB,OTB,34.5,322.0,927.0,205096000
BEL,MOD,2023-12-08,2100-12-31,BRIGITTE,FX,TBB,OTB,34.5,322.0,958.0,205096000
BEL,MOD,2021-09-08,2022-12-18,ELIA,FX,TBB,OTB,21.15,80.0,202.0,205632000
BEL,MOD,2022-12-19,2023-11-06,ELIA,FX,TBB,OTB,21.15,80.0,202.0,205632000
BEL,MOD,2023-11-07,2100-12-31,ELIA,FX,TBB,DRB,21.15,80.0,202.0,205632000
BEL,CST,2021-12-17,2100-12-31,AVANTI,FX,TBB,NO,37.9,384.0,1200.0,205133000
BEL,MOD,2021-11-26,2022-12-18,LADY FORTUNA,FX,TBB,OTB,20.04,68.0,218.0,205327000
BEL,MOD,2022-12-19,2023-12-06,LADY FORTUNA,FX,TBB,OTB,20.04,68.0,218.0,205327000
BEL,RET,2023-12-07,2023-12-07,LADY FORTUNA,FX,TBB,OTB,20.04,68.0,218.0,205327000
BEL,MOD,2023-03-28,2100-12-31,ORA ET LABORA,FX,TBB,OTB,38.22,384.0,1200.0,205240000
NLD,MOD,2016-10-14,2018-08-12,BRIGITTA,TU,TBB,MIS,24.54,75.0,221.0,244165000
NLD,MOD,2018-08-13,2100-12-31,BRIGITTA,TU,TBB,OTB,24.54,75.0,221.0,244165000
BEL,MOD,2020-09-09,2021-01-10,ZUIDERZEE,FX,TBB,OTB,32.5,251.0,1163.0,205149000
BEL,MOD,2021-01-11,2021-10-27,ZUIDERZEE,FX,TBB,OTB,32.5,251.0,1163.0,205149000
BEL,RET,2021-10-28,2021-10-28,ZUIDERZEE,FX,TBB,OTB,32.5,251.0,1163.0,205149000
BEL,CHA,2022-08-31,2024-04-16,ZUIDERZEE,FX,TBB,NO,32.5,251.0,1200.0,205149000
BEL,MOD,2024-04-17,2100-12-31,ZUIDERZEE,FX,TBB,NO,32.5,251.0,1062.0,205149000
BEL,CST,2021-08-20,2023-12-07,SOPHIE,FX,TBB,NO,37.95,385.0,1163.0,205248000
BEL,MOD,2023-12-08,2100-12-31,SOPHIE,FX,TBB,NO,37.95,385.0,1200.0,205248000
BEL,MOD,2020-09-09,2021-01-13,JERKI,FX,TBB,NO,37.78,388.0,1200.0,205227000
BEL,MOD,2021-01-14,2024-01-04,JERKI,FX,TBB,NO,37.78,388.0,1200.0,205227000
BEL,MOD,2024-01-05,2100-12-31,JERKI,FX,TBB,NO,37.78,388.0,1200.0,205227000
BEL,MOD,2020-09-09,2021-01-11,DE MARIE LOUISE,FX,TBB,NO,38.31,387.0,1200.0,205059000
BEL,MOD,2021-01-12,2022-08-02,DE MARIE LOUISE,FX,TBB,NO,38.31,387.0,1200.0,205059000
BEL,MOD,2022-08-03,2100-12-31,DE MARIE LOUISE,FX,TBB,NO,38.31,387.0,1200.0,205059000
BEL,MOD,2020-09-09,2021-01-11,VAN EYCK,FX,TBB,NO,34.29,234.0,834.0,205259000
BEL,MOD,2021-01-12,2021-01-18,VAN EYCK,FX,TBB,NO,34.29,234.0,834.0,205259000
BEL,MOD,2021-01-19,2023-11-26,VAN EYCK,FX,TBB,NO,34.29,234.0,1055.0,205259000
BEL,MOD,2023-11-27,2023-12-04,VAN EYCK,FX,TBB,NO,34.29,234.0,1200.0,205259000
BEL,RET,2023-12-05,2023-12-05,VAN EYCK,FX,TBB,NO,34.29,234.0,1200.0,205259000
BEL,MOD,2020-08-13,2021-01-04,GOEDE HOOP,FX,TBB,OTB,23.99,60.0,221.0,205296000
BEL,MOD,2021-01-05,2021-01-11,GOEDE HOOP,FX,TBB,OTB,23.99,60.0,221.0,205296000
BEL,MOD,2021-01-12,2023-01-25,GOEDE HOOP,FX,TBB,OTB,23.99,60.0,221.0,205296000
BEL,RET,2023-01-26,2023-01-26,GOEDE HOOP,FX,TBB,OTB,23.99,60.0,221.0,205296000
BEL,CHA,2023-03-01,2023-12-07,MIKE MICHEL JUNIOR,FX,TBB,OTB,23.99,60.0,220.0,205308000
BEL,MOD,2023-12-08,2100-12-31,MIKE MICHEL JUNIOR,FX,TBB,OTB,23.99,60.0,221.0,205308000
BEL,MOD,2020-09-09,2021-01-11,PIETER,FX,TBB,OTB,23.83,140.0,221.0,205336000
BEL,MOD,2021-01-12,2100-12-31,PIETER,FX,TBB,OTB,23.83,140.0,221.0,205336000
BEL,MOD,2020-09-09,2021-01-12,BLUE ANGEL,FX,TBB,NO,37.83,388.0,1200.0,205198000
BEL,MOD,2021-01-13,2100-12-31,BLUE ANGEL,FX,TBB,NO,37.83,388.0,1200.0,205198000
BEL,MOD,2020-09-09,2021-01-10,SHAUN,FX,TBB,OTB,20.04,68.0,219.0,205293000
BEL,MOD,2021-01-11,2024-07-24,SHAUN,FX,TBB,OTB,20.04,68.0,219.0,205293000
BEL,MOD,2024-07-25,2100-12-31,THALASSA,FX,TBB,DRB,20.04,68.0,219.0,205293000
BEL,MOD,2020-09-09,2021-01-13,RUBENS,FX,TBB,NO,34.9,284.0,1200.0,205155000
BEL,MOD,2021-01-14,2024-01-04,RUBENS,FX,TBB,NO,34.9,284.0,1200.0,205155000
BEL,MOD,2024-01-05,2100-12-31,RUBENS,FX,TBB,NO,34.9,284.0,1200.0,205155000
BEL,MOD,2020-09-09,2021-01-17,WARRIOR,FX,TBB,NO,23.82,70.0,221.0,205291000
BEL,MOD,2021-01-18,2021-01-31,WARRIOR,FX,TBB,NO,23.82,70.0,221.0,205291000
BEL,MOD,2021-02-01,2021-08-25,WARRIOR,FX,TBB,NO,23.82,70.0,221.0,205291000
BEL,MOD,2021-08-26,2100-12-31,WARRIOR,FX,TBB,NO,23.82,70.0,221.0,205291000
BEL,MOD,2020-09-10,2021-01-17,SILVERPIT,FX,TBB,NO,23.85,78.0,221.0,205290000
BEL,MOD,2021-01-18,2021-11-24,SILVERPIT,FX,TBB,NO,23.85,78.0,221.0,205290000
BEL,MOD,2021-11-25,2023-11-26,SILVERPIT,FX,TBB,NO,23.85,78.0,221.0,205290000
BEL,RET,2023-11-27,2023-11-27,SILVERPIT,FX,TBB,NO,23.85,78.0,221.0,205290000
BEL,MOD,2020-09-10,2021-01-12,NAUTILUS,FX,TBB,OTB,18.14,55.0,221.0,205026000
BEL,MOD,2021-01-13,2100-12-31,NAUTILUS,FX,TBB,OTB,18.14,55.0,221.0,205026000
BEL,MOD,2020-09-10,2021-01-11,FRANCINE,FX,TBB,NO,37.88,311.0,1200.0,205197000
BEL,MOD,2021-01-12,2021-10-14,FRANCINE,FX,TBB,NO,37.88,311.0,1200.0,205197000
BEL,RET,2021-10-15,2021-10-15,FRANCINE,FX,TBB,NO,37.88,311.0,1200.0,205197000
BEL,MOD,2021-10-15,2021-10-19,FRANSON,FX,TBB,NO,37.9,384.0,1200.0,205127000
BEL,MOD,2021-10-20,2100-12-31,FRANSON,FX,TBB,NO,37.9,384.0,1200.0,205127000
BEL,MOD,2020-09-10,2021-01-12,FLAMINGO,FX,TBB,OTB,37.72,396.0,1064.0,205333000
BEL,MOD,2021-01-13,2023-01-29,FLAMINGO,FX,TBB,OTB,37.72,396.0,1064.0,205333000
BEL,MOD,2023-01-30,2024-06-24,FLAMINGO,FX,TBB,OTB,37.72,396.0,1200.0,205333000
BEL,MOD,2024-06-25,2100-12-31,FLAMINGO,FX,TBB,OTB,37.72,396.0,1200.0,205333000
BEL,MOD,2020-09-10,2021-01-10,OP HOOP VAN ZEGEN,FX,TBB,NO,33.67,273.0,1200.0,205160000
BEL,MOD,2021-01-11,2021-07-05,OP HOOP VAN ZEGEN,FX,TBB,NO,33.67,273.0,1200.0,205160000
BEL,MOD,2021-07-06,2021-07-06,OP HOOP VAN ZEGEN,FX,TBB,NO,33.67,273.0,1122.0,205160000
BEL,MOD,2021-07-07,2100-12-31,OP HOOP VAN ZEGEN,FX,TBB,OTB,33.67,273.0,1122.0,205160000
BEL,MOD,2021-08-02,2021-08-17,WINDROOS,FX,TBB,,38.0,385.0,1200.0,205279000
BEL,MOD,2021-08-18,2100-12-31,WINDROOS,FX,TBB,NO,37.95,385.0,1200.0,205279000
BEL,MOD,2020-09-10,2021-01-11,DEBORAH,FX,TBB,NO,37.87,385.0,1200.0,205162000
BEL,MOD,2021-01-12,2023-12-20,DEBORAH,FX,TBB,NO,37.87,385.0,1200.0,205162000
BEL,MOD,2023-12-21,2100-12-31,DEBORAH,FX,TBB,NO,37.87,385.0,1200.0,205162000
GBR,MOD,2020-12-23,2020-12-30,MARGARET OF LADRAM,TU,TBB,NK,29.86,264.0,749.0,205260000
GBR,RET,2020-12-31,2020-12-31,MARGARET OF LADRAM,TU,TBB,NK,29.86,264.0,749.0,205260000
BEL,MOD,2020-09-10,2021-01-11,JOB SENIOR,FX,TBB,OTB,23.94,139.0,221.0,205191000
BEL,MOD,2021-01-12,2023-09-21,JOB SENIOR,FX,TBB,OTB,23.94,139.0,221.0,205191000
BEL,MOD,2023-09-22,2100-12-31,PIETER SENIOR,FX,TBB,OTB,23.94,139.0,221.0,205191000
NLD,MOD,2017-01-23,2018-01-31,PETRONELLA,TU,TBB,MIS,23.77,78.0,221.0,244157000
NLD,MOD,2018-02-01,2100-12-31,PETRONELLA,TU,TBB,MIS,23.77,78.0,221.0,244157000
BEL,MOD,2020-08-13,2021-01-11,MOOIE MEID,FX,TBB,SSC,38.0,393.0,1200.0,205303000
BEL,MOD,2021-01-12,2100-12-31,MOOIE MEID,FX,TBB,SSC,38.0,393.0,1200.0,205303000
BEL,MOD,2020-09-10,2020-10-19,CORNELIS GERRIT,FX,TBB,OTB,23.99,102.0,221.0,205346000
BEL,MOD,2020-10-20,2021-01-11,CORNELIS GERRIT,FX,TBB,OTB,23.99,102.0,221.0,205346000
BEL,MOD,2021-01-12,2021-09-02,CORNELIS GERRIT,FX,TBB,OTB,23.99,102.0,221.0,205346000
BEL,MOD,2021-09-03,2100-12-31,CORNELIS GERRIT,FX,TBB,OTB,23.99,102.0,221.0,205346000
NLD,MOD,2017-05-31,2023-02-16,JAN VAN CEES,TU,TBB,MIS,19.75,51.0,221.0,244792000
NLD,MOD,2023-02-17,2025-10-21,JAN VAN CEES,TU,TBB,GNS,19.75,51.0,221.0,244792000
NLD,MOD,2025-10-22,2100-12-31,JAN VAN CEES,TU,TBB,MIS,19.75,51.0,221.0,244792000
BEL,MOD,2020-09-10,2021-01-12,ALLES WISSELT,FX,TBB,NO,23.94,130.0,221.0,205236000
BEL,MOD,2021-01-13,2100-12-31,ALLES WISSELT,FX,TBB,NO,23.94,130.0,221.0,205236000
BEL,MOD,2020-08-11,2021-01-11,DE MARIA ANTONIA,FX,TBB,OTB,37.81,385.0,1200.0,205243000
BEL,MOD,2021-01-12,2100-12-31,DE MARIA ANTONIA,FX,TBB,OTB,37.81,385.0,1200.0,205243000
BEL,MOD,2021-02-08,2100-12-31,JASMINE,FX,TBB,NO,38.0,385.0,1200.0,205077000
BEL,MOD,2020-09-10,2021-01-13,DENNIS,FX,TBB,NO,37.96,388.0,1200.0,205246000
BEL,MOD,2021-01-14,2100-12-31,DENNIS,FX,TBB,NO,37.96,388.0,1200.0,205246000
BEL,MOD,2020-09-10,2021-01-17,SYLVIA-MARY,FX,TBB,OTB,23.85,138.0,221.0,205232000
BEL,MOD,2021-01-18,2021-12-12,SYLVIA-MARY,FX,TBB,OTB,23.85,138.0,221.0,205232000
BEL,MOD,2021-12-13,2100-12-31,SYLVIA-MARY,FX,TBB,OTB,23.85,138.0,221.0,205232000
BEL,MOD,2020-09-10,2021-01-11,VAYA CON DIOS,FX,TBB,OTB,36.11,351.0,942.0,205316000
BEL,MOD,2021-01-12,2023-09-14,VAYA CON DIOS,FX,TBB,OTB,36.11,351.0,942.0,205316000
BEL,MOD,2023-09-15,2100-12-31,VAYA CON DIOS,FX,TBB,OTB,36.11,351.0,942.0,205316000
NLD,MOD,2017-09-05,2100-12-31,ESTER JACOBA,TU,TBB,MIS,22.25,50.0,221.0,244721000
BEL,MOD,2020-09-10,2021-01-11,ALBERT BOS,FX,TBB,OTB,23.97,100.0,221.0,205263000
BEL,MOD,2021-01-12,2021-07-28,ALBERT BOS,FX,TBB,OTB,23.97,100.0,221.0,205263000
BEL,MOD,2021-07-29,2021-08-25,ALBERT BOS,FX,TBB,OTB,23.97,100.0,221.0,205263000
BEL,MOD,2021-08-26,2022-12-18,ALBERT BOS,FX,TBB,OTB,23.97,100.0,221.0,205263000
BEL,MOD,2022-12-19,2100-12-31,ALBERT BOS,FX,TBB,OTB,23.97,100.0,221.0,205263000
BEL,MOD,2020-09-10,2021-01-10,CUSTOS DEUS,FX,TBB,OTB,38.93,372.0,1200.0,205192000
BEL,MOD,2021-01-11,2100-12-31,CUSTOS DEUS,FX,TBB,OTB,38.93,372.0,1200.0,205192000
BEL,MOD,2020-09-10,2021-01-11,HEIN SENIOR,FX,TBB,OTB,23.99,102.0,221.0,205128000
BEL,MOD,2021-01-12,2021-08-25,HEIN SENIOR,FX,TBB,OTB,23.99,102.0,221.0,205128000
BEL,MOD,2021-08-26,2022-12-18,HEIN SENIOR,FX,TBB,OTB,23.99,102.0,221.0,205128000
BEL,MOD,2022-12-19,2024-07-07,HEIN SENIOR,FX,TBB,OTB,23.99,102.0,221.0,205128000
BEL,MOD,2024-07-08,2100-12-31,HEIN SENIOR,FX,TBB,OTB,23.99,102.0,221.0,205128000
BEL,MOD,2025-03-10,2100-12-31,JANNEKE,FX,TBB,OTB,27.99,260.0,1200.0,205247000
BEL,MOD,2020-09-10,2021-01-11,MARE NOSTRUM,FX,TBB,NO,37.89,385.0,1200.0,205322000
BEL,MOD,2021-01-12,2100-12-31,MARE NOSTRUM,FX,TBB,NO,37.89,385.0,1200.0,205322000
BEL,MOD,2020-09-10,2021-01-11,ANTJE DE VRIES,FX,TBB,OTB,37.84,369.0,1200.0,205752000
BEL,MOD,2021-01-12,2100-12-31,ANTJE DE VRIES,FX,TBB,OTB,37.84,369.0,1200.0,205752000
BEL,MOD,2020-09-10,2021-01-04,BRAVEHAERT,FX,OTB,NO,14.8,23.0,221.0,205010000
BEL,MOD,2021-01-05,2021-01-17,BRAVEHAERT,FX,OTB,NO,14.8,23.0,221.0,205010000
BEL,RET,2021-01-18,2021-01-18,BRAVEHAERT,FX,OTB,NO,14.8,23.0,221.0,205010000
NLD,MOD,2016-12-16,2019-02-14,NOVA SPES,TU,TBB,GNS,23.9,106.0,221.0,244570000
NLD,MOD,2019-02-15,2022-01-20,NOVA SPES,TU,TBB,GNS,23.9,106.0,221.0,244570000
NLD,MOD,2022-01-21,2100-12-31,NOVA SPES,TU,TBB,MIS,23.9,106.0,221.0,244570000
BEL,MOD,2020-09-10,2021-01-11,JOKE,FX,TBB,OTB,23.75,99.0,221.0,205715000
BEL,MOD,2021-01-12,2022-06-13,JOKE,FX,TBB,OTB,23.75,99.0,221.0,205715000
BEL,RET,2022-06-14,2022-06-14,JOKE,FX,TBB,OTB,23.75,99.0,221.0,205715000
BEL,MOD,2020-09-10,2021-01-11,JAIDY,FX,TBB,OTB,19.35,69.0,221.0,205285000
BEL,MOD,2021-01-12,2021-05-06,JAIDY,FX,TBB,OTB,19.35,69.0,221.0,205285000
BEL,MOD,2021-05-07,2100-12-31,JAIDY,FX,TBB,OTB,19.35,69.0,221.0,205768000
BEL,MOD,2020-09-10,2021-01-10,RUDY,FX,TBB,OTB,20.01,57.0,221.0,205281000
